Timestamp,Force (LB)
2024-09-07 12:16:47.547992,-94.08401465532143
2024-09-07 12:16:47.626942,-94.08401465532143
2024-09-07 12:16:47.706909,-94.08401465532143
2024-09-07 12:16:47.787840,-94.08401465532143
2024-09-07 12:16:47.867794,-94.08401465532143
2024-09-07 12:16:47.946741,-94.08401465532143
2024-09-07 12:16:48.025692,-94.08401465532143
2024-09-07 12:16:48.105643,-94.08401465532143
2024-09-07 12:16:48.185595,-94.08401465532143
2024-09-07 12:16:48.265690,-94.08401465532143
2024-09-07 12:16:48.346647,-94.08401465532143
2024-09-07 12:16:48.425618,-94.08401465532143
2024-09-07 12:16:48.504545,-94.08401465532143
2024-09-07 12:16:48.582509,-94.08401465532143
2024-09-07 12:16:48.662464,-94.08401465532143
2024-09-07 12:16:48.742433,-94.08401465532143
2024-09-07 12:16:48.821361,-94.08401465532143
2024-09-07 12:16:49.440419,-37.167954160718224
2024-09-07 12:16:50.204326,0.15742356715689
2024-09-07 12:16:50.267300,0.15742356715689
2024-09-07 12:16:50.332248,0.15742356715689
2024-09-07 12:16:50.398206,0.15742356715689
2024-09-07 12:16:50.463168,0.15742356715689
2024-09-07 12:16:50.528126,0.15742356715689
2024-09-07 12:16:50.591085,0.15742356715689
2024-09-07 12:16:50.655189,0.15742356715689
2024-09-07 12:16:50.751145,0.15742356715689
2024-09-07 12:16:50.815106,0.15742356715689
2024-09-07 12:16:50.878067,0.15742356715689
2024-09-07 12:16:50.943032,0.15742356715689
2024-09-07 12:16:51.007971,0.15742356715689
2024-09-07 12:16:51.070932,0.15742356715689
2024-09-07 12:16:51.144034,0.15742356715689
2024-09-07 12:16:51.223992,0.15742356715689
2024-09-07 12:16:51.332327,0.15742356715689
2024-09-07 12:16:51.413177,0.15742356715689
2024-09-07 12:16:51.492144,0.15742356715689
2024-09-07 12:16:51.572081,0.15742356715689
2024-09-07 12:16:51.652049,0.15742356715689
2024-09-07 12:16:51.731981,0.15742356715689
2024-09-07 12:16:51.810932,0.15742356715689
2024-09-07 12:16:51.890882,0.15742356715689
2024-09-07 12:16:51.969851,0.15742356715689
2024-09-07 12:16:52.050784,0.15742356715689
2024-09-07 12:16:52.129733,0.15742356715689
2024-09-07 12:16:52.208685,0.15742356715689
2024-09-07 12:16:52.288650,0.15742356715689
2024-09-07 12:16:52.371584,0.15742356715689
2024-09-07 12:16:52.450547,0.15742356715689
2024-09-07 12:16:52.529498,0.15742356715689
2024-09-07 12:16:52.608719,0.15742356715689
2024-09-07 12:16:52.696670,0.15742356715689
2024-09-07 12:16:52.777619,0.15742356715689
2024-09-07 12:16:52.855569,0.15742356715689
2024-09-07 12:16:52.935538,0.15742356715689
2024-09-07 12:16:53.016470,0.15742356715689
2024-09-07 12:16:53.095806,0.15742356715689
2024-09-07 12:16:53.175760,0.15742356715689
2024-09-07 12:16:53.254723,0.15742356715689
2024-09-07 12:16:53.334674,0.15742356715689
2024-09-07 12:16:53.414610,0.15742356715689
2024-09-07 12:16:53.492575,0.15742356715689
2024-09-07 12:16:53.571526,0.15742356715689
2024-09-07 12:16:53.650477,0.15742356715689
2024-09-07 12:16:53.730682,0.15742356715689
