Timestamp,Force (LB)
2024-09-07 12:16:32.135182,0.0
2024-09-07 12:16:32.199125,0.0
2024-09-07 12:16:32.263084,0.0
2024-09-07 12:16:32.327047,0.0
2024-09-07 12:16:32.391013,0.0
2024-09-07 12:16:32.454965,0.0
2024-09-07 12:16:32.518931,0.0
2024-09-07 12:16:32.583886,0.0
2024-09-07 12:16:32.652855,0.0
2024-09-07 12:16:32.716817,0.0
2024-09-07 12:16:32.780762,0.0
2024-09-07 12:16:32.843741,0.0
2024-09-07 12:16:32.907684,0.0
2024-09-07 12:16:32.979649,0.0
2024-09-07 12:16:33.055605,0.0
2024-09-07 12:16:33.134554,0.0
2024-09-07 12:16:33.214505,0.0
2024-09-07 12:16:33.293456,0.0
2024-09-07 12:16:33.373400,0.0
2024-09-07 12:16:33.454139,0.0
2024-09-07 12:16:33.533106,0.0
2024-09-07 12:16:33.613042,0.0
2024-09-07 12:16:33.692492,0.0
2024-09-07 12:16:33.770460,0.0
2024-09-07 12:16:33.851396,0.0
2024-09-07 12:16:33.930365,0.0
2024-09-07 12:16:34.009311,0.0
2024-09-07 12:16:34.088250,0.0
2024-09-07 12:16:34.166213,0.0
2024-09-07 12:16:34.246150,0.0
2024-09-07 12:16:34.346107,0.0
2024-09-07 12:16:34.426038,0.0
2024-09-07 12:16:34.503989,0.0
2024-09-07 12:16:34.584958,0.0
2024-09-07 12:16:34.664904,0.0
2024-09-07 12:16:34.743840,0.0
2024-09-07 12:16:34.822792,0.0
2024-09-07 12:16:34.901742,0.0
2024-09-07 12:16:34.980712,0.0
2024-09-07 12:16:35.060643,0.0
2024-09-07 12:16:35.139593,0.0
2024-09-07 12:16:35.218545,0.0
2024-09-07 12:16:35.297496,0.0
2024-09-07 12:16:35.376460,0.0
2024-09-07 12:16:35.456412,0.0
2024-09-07 12:16:35.555628,0.0
2024-09-07 12:16:35.642577,0.0
2024-09-07 12:16:35.722527,0.0
2024-09-07 12:16:35.803478,0.011053297486327551
2024-09-07 12:16:35.885435,0.02523583900988413
2024-09-07 12:16:35.968374,0.02523583900988413
2024-09-07 12:16:36.048324,0.02523583900988413
2024-09-07 12:16:36.128275,0.02523583900988413
2024-09-07 12:16:36.207239,0.02523583900988413
2024-09-07 12:16:36.288175,0.02523583900988413
2024-09-07 12:16:36.367139,0.02523583900988413
2024-09-07 12:16:36.447078,0.02523583900988413
2024-09-07 12:16:36.528034,0.02523583900988413
2024-09-07 12:16:36.623973,0.02523583900988413
2024-09-07 12:16:36.702917,0.02523583900988413
2024-09-07 12:16:36.781881,0.02523583900988413
2024-09-07 12:16:36.861818,0.02523583900988413
2024-09-07 12:16:36.940768,0.02523583900988413
2024-09-07 12:16:37.020718,0.02523583900988413
2024-09-07 12:16:37.101669,0.02523583900988413
2024-09-07 12:16:37.181637,0.02523583900988413
2024-09-07 12:16:37.262568,0.02523583900988413
2024-09-07 12:16:37.342288,0.02523583900988413
2024-09-07 12:16:37.421242,0.02523583900988413
2024-09-07 12:16:37.500205,0.02523583900988413
2024-09-07 12:16:37.580142,0.02523583900988413
2024-09-07 12:16:37.662091,0.02523583900988413
2024-09-07 12:16:37.745039,0.02523583900988413
2024-09-07 12:16:37.825004,0.02523583900988413
2024-09-07 12:16:37.905939,0.02523583900988413
2024-09-07 12:16:37.986889,0.02523583900988413
2024-09-07 12:16:38.065841,0.02523583900988413
2024-09-07 12:16:38.145791,0.02523583900988413
2024-09-07 12:16:38.226740,0.02523583900988413
2024-09-07 12:16:38.305704,0.02523583900988413
2024-09-07 12:16:38.385640,0.02523583900988413
2024-09-07 12:16:38.465605,0.02523583900988413
2024-09-07 12:16:38.545555,0.02523583900988413
2024-09-07 12:16:38.627508,0.02523583900988413
2024-09-07 12:16:38.709442,0.02523583900988413
2024-09-07 12:16:38.788403,0.02523583900988413
2024-09-07 12:16:38.867206,0.02523583900988413
2024-09-07 12:16:38.946162,0.02523583900988413
2024-09-07 12:16:39.026116,0.02523583900988413
2024-09-07 12:16:39.104093,0.02523583900988413
2024-09-07 12:16:39.183483,0.02523583900988413
2024-09-07 12:16:39.263043,0.02523583900988413
2024-09-07 12:16:39.343995,0.02523583900988413
2024-09-07 12:16:39.423956,0.02523583900988413
2024-09-07 12:16:39.503019,0.02523583900988413
2024-09-07 12:16:39.582973,0.02523583900988413
2024-09-07 12:16:39.661924,0.02523583900988413
2024-09-07 12:16:39.745070,0.02523583900988413
2024-09-07 12:16:40.369263,0.039973568991655384
2024-09-07 12:16:41.133241,-167.82193453557966
2024-09-07 12:16:41.197192,-167.82193453557966
2024-09-07 12:16:41.261155,-167.82193453557966
2024-09-07 12:16:41.325115,-167.82193453557966
2024-09-07 12:16:41.388063,-167.82193453557966
2024-09-07 12:16:41.452036,-167.82193453557966
2024-09-07 12:16:41.516001,-167.82193453557966
2024-09-07 12:16:41.580959,-167.82193453557966
2024-09-07 12:16:41.644912,-167.82193453557966
2024-09-07 12:16:41.708863,-167.82193453557966
2024-09-07 12:16:41.773775,-167.82193453557966
2024-09-07 12:16:41.837753,-167.82193453557966
2024-09-07 12:16:41.903697,-167.82193453557966
2024-09-07 12:16:41.966688,-167.82193453557966
2024-09-07 12:16:42.033616,-167.82193453557966
2024-09-07 12:16:42.115584,-167.82193453557966
2024-09-07 12:16:42.196514,-167.82193453557966
2024-09-07 12:16:42.276494,-167.82193453557966
2024-09-07 12:16:42.357414,-167.82193453557966
2024-09-07 12:16:42.436504,-167.82193453557966
2024-09-07 12:16:42.516315,-167.82193453557966
2024-09-07 12:16:42.597270,-167.82193453557966
2024-09-07 12:16:42.695208,-167.82193453557966
2024-09-07 12:16:42.776156,-167.82193453557966
2024-09-07 12:16:42.855116,-167.82193453557966
2024-09-07 12:16:42.936057,-167.82193453557966
2024-09-07 12:16:43.015008,-167.82193453557966
2024-09-07 12:16:43.121940,-167.82193453557966
2024-09-07 12:16:43.200905,-167.82193453557966
2024-09-07 12:16:43.280842,-167.82193453557966
2024-09-07 12:16:43.363790,-167.82193453557966
2024-09-07 12:16:43.452736,-167.82193453557966
2024-09-07 12:16:43.538682,-167.82193453557966
2024-09-07 12:16:43.625627,-167.82193453557966
2024-09-07 12:16:43.706832,-167.82193453557966
2024-09-07 12:16:43.787785,-167.82193453557966
2024-09-07 12:16:43.868750,-167.82193453557966
2024-09-07 12:16:43.948686,-167.82193453557966
2024-09-07 12:16:44.035632,-167.82193453557966
2024-09-07 12:16:44.114420,-167.82193453557966
2024-09-07 12:16:44.193387,-167.82193453557966
2024-09-07 12:16:44.272338,-167.82193453557966
2024-09-07 12:16:44.351712,-167.82193453557966
2024-09-07 12:16:44.432679,-167.82193453557966
2024-09-07 12:16:44.511697,-167.82193453557966
2024-09-07 12:16:44.591661,-167.82193453557966
2024-09-07 12:16:44.670891,-167.82193453557966
2024-09-07 12:16:44.750851,-167.82193453557966
2024-09-07 12:16:44.830804,-167.82193453557966
2024-09-07 12:16:44.909768,-135.52472562802657
2024-09-07 12:16:44.990706,-94.08401465532143
2024-09-07 12:16:45.070655,-94.08401465532143
2024-09-07 12:16:45.150623,-94.08401465532143
2024-09-07 12:16:45.231598,-94.08401465532143
2024-09-07 12:16:45.310565,-94.08401465532143
2024-09-07 12:16:45.391527,-94.08401465532143
2024-09-07 12:16:45.471465,-94.08401465532143
2024-09-07 12:16:45.552409,-94.08401465532143
2024-09-07 12:16:45.633370,-94.08401465532143
2024-09-07 12:16:45.715299,-94.08401465532143
2024-09-07 12:16:45.794250,-94.08401465532143
2024-09-07 12:16:45.874201,-94.08401465532143
2024-09-07 12:16:45.953268,-94.08401465532143
2024-09-07 12:16:46.032223,-94.08401465532143
2024-09-07 12:16:46.110186,-94.08401465532143
2024-09-07 12:16:46.190137,-94.08401465532143
2024-09-07 12:16:46.269093,-94.08401465532143
2024-09-07 12:16:46.350037,-94.08401465532143
2024-09-07 12:16:46.430993,-94.08401465532143
2024-09-07 12:16:46.509924,-94.08401465532143
2024-09-07 12:16:46.587889,-94.08401465532143
2024-09-07 12:16:46.669828,-94.08401465532143
2024-09-07 12:16:46.750448,-94.08401465532143
2024-09-07 12:16:46.830119,-94.08401465532143
2024-09-07 12:16:46.909882,-94.08401465532143
2024-09-07 12:16:46.990862,-94.08401465532143
2024-09-07 12:16:47.069804,-94.08401465532143
2024-09-07 12:16:47.149235,-94.08401465532143
2024-09-07 12:16:47.229202,-94.08401465532143
2024-09-07 12:16:47.308153,-94.08401465532143
2024-09-07 12:16:47.388089,-94.08401465532143
2024-09-07 12:16:47.467054,-94.08401465532143
