"Time","RPM","Torque","Horsepower"
2.191,0.0,0.3672983310281244,0.0
2.207,0.0,0.3672983310281244,0.0
2.225,0.0,0.3672983310281244,0.0
2.241,0.0,0.3672983310281244,0.0
2.257,0.0,0.3672983310281244,0.0
2.27,0.0,0.3672983310281244,0.0
2.284,0.0,0.3672983310281244,0.0
2.299,0.0,0.3672983310281244,0.0
2.312,0.0,0.3672983310281244,0.0
2.325,0.0,0.3680123968608622,0.0
2.337,0.0,0.3680123968608622,0.0
2.348,0.0,0.3680123968608622,0.0
2.36,0.0,0.3680123968608622,0.0
2.372,0.0,0.3680123968608622,0.0
2.383,0.0,0.3680123968608622,0.0
2.394,0.0,0.3680123968608622,0.0
2.406,0.0,0.3680123968608622,0.0
2.42,0.0,0.3680123968608622,0.0
2.433,0.0,0.3680123968608622,0.0
2.452,0.0,0.3680123968608622,0.0
2.466,0.0,0.3680123968608622,0.0
2.478,0.0,0.3680123968608622,0.0
2.489,0.0,0.3680123968608622,0.0
2.503,0.0,0.3680123968608622,0.0
2.518,0.0,0.3680123968608622,0.0
2.532,0.0,0.3680123968608622,0.0
2.547,0.0,0.3680123968608622,0.0
2.568,0.0,0.3680123968608622,0.0
2.581,0.0,0.3680123968608622,0.0
2.598,0.0,0.3680123968608622,0.0
2.611,0.0,0.3680123968608622,0.0
2.624,0.0,0.3680123968608622,0.0
2.635,0.0,0.3680123968608622,0.0
2.646,0.0,0.3680123968608622,0.0
2.658,0.0,0.3680123968608622,0.0
2.67,0.0,0.3680123968608622,0.0
2.682,0.0,0.3680123968608622,0.0
2.692,0.0,0.3680123968608622,0.0
2.705,0.0,0.3680123968608622,0.0
2.719,0.0,0.3680123968608622,0.0
2.733,0.0,0.3680123968608622,0.0
2.746,0.0,0.3680123968608622,0.0
2.757,0.0,0.3680123968608622,0.0
2.768,0.0,0.3680123968608622,0.0
2.782,0.0,0.3680123968608622,0.0
2.799,0.0,0.3680123968608622,0.0
2.812,0.0,0.3680123968608622,0.0
2.824,0.0,0.3676292395847584,0.0
2.835,0.0,0.3676292395847584,0.0
2.846,0.0,0.3676292395847584,0.0
2.858,0.0,0.3676292395847584,0.0
2.871,0.0,0.3676292395847584,0.0
2.892,0.0,0.3676292395847584,0.0
2.905,0.0,0.3676292395847584,0.0
2.92,0.0,0.3676292395847584,0.0
